,,,,
Saldos de productos,,,,
COLOMBIANA DE SABORES S.A.S. COLSABOR S.A.S.,,,,
811003961-9,,,,
"Miércoles, 31 de Diciembre de 2025 ",,,,
,,,,
,,,,
Código producto,Nombre producto,Referencia de fábrica,Saldo cantidades,
Producto: 30202 - ESENCIA COLSABOR ANIS X 3850 CC,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
30202,ESENCIA COLSABOR ANIS X 3850 CC,,3.00,
Producto: 30203 - ESENCIA COLSABOR AREQUIPE X 3850 CC,,,7.00,
Bodega: 6 - COLSABOR UNICA,,,8.00,
30203,ESENCIA COLSABOR AREQUIPE X 3850 CC,,8.00,
Bodega: Sin asignar,,,-1.00,
30203,ESENCIA COLSABOR AREQUIPE X 3850 CC,,-1.00,
Producto: 30204 - ESENCIA COLSABOR BANANO X 3850 CC,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
30204,ESENCIA COLSABOR BANANO X 3850 CC,,3.00,
Producto: 30205 - ESENCIA COLSABOR BRANDY X 3850 CC,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
30205,ESENCIA COLSABOR BRANDY X 3850 CC,,2.00,
Producto: 30206 - ESENCIA COLSABOR CAFE X 3850 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
30206,ESENCIA COLSABOR CAFE X 3850 CC,,1.00,
Producto: 30207 - ESENCIA COLSABOR CANELA X 3850 CC,,,4.00,
Bodega: 6 - COLSABOR UNICA,,,4.00,
30207,ESENCIA COLSABOR CANELA X 3850 CC,,4.00,
Producto: 30208 - ESENCIA COLSABOR CARAMELO X 3850 CC,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
30208,ESENCIA COLSABOR CARAMELO X 3850 CC,,3.00,
Producto: 30209 - ESENCIA COLSABOR CEREZA X 3850 CC,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
30209,ESENCIA COLSABOR CEREZA X 3850 CC,,3.00,
Producto: 30210 - ESENCIA COLSABOR CLAVO DE OLOR X 3850 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
30210,ESENCIA COLSABOR CLAVO DE OLOR X 3850 CC,,1.00,
Producto: 30211 - ESENCIA COLSABOR COCO X 3850 CC,,,17.00,
Bodega: 6 - COLSABOR UNICA,,,17.00,
30211,ESENCIA COLSABOR COCO X 3850 CC,,17.00,
Producto: 30212 - ESENCIA COLSABOR KOLA ROJA X 3850 CC,,,4.00,
Bodega: 6 - COLSABOR UNICA,,,4.00,
30212,ESENCIA COLSABOR KOLA ROJA X 3850 CC,,4.00,
Producto: 30213 - ESENCIA COLSABOR CHICLE X 3850 CC,,,5.00,
Bodega: 6 - COLSABOR UNICA,,,5.00,
30213,ESENCIA COLSABOR CHICLE X 3850 CC,,5.00,
Producto: 30214 - ESENCIA COLSABOR CHOCOLATE X 3850 CC,,,9.00,
Bodega: 6 - COLSABOR UNICA,,,9.00,
30214,ESENCIA COLSABOR CHOCOLATE X 3850 CC,,9.00,
Producto: 30216 - ESENCIA COLSABOR FRAMBUESA X 3850 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
30216,ESENCIA COLSABOR FRAMBUESA X 3850 CC,,1.00,
Producto: 30218 - ESENCIA COLSABOR GUANABANA X 3850 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
30218,ESENCIA COLSABOR GUANABANA X 3850 CC,,1.00,
Producto: 30220 - ESENCIA COLSABOR LECHE CONDENSADA X 3850 CC,,,9.00,
Bodega: 6 - COLSABOR UNICA,,,9.00,
30220,ESENCIA COLSABOR LECHE CONDENSADA X 3850 CC,,9.00,
Producto: 30221 - ESENCIA COLSABOR LIMON X 3850 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
30221,ESENCIA COLSABOR LIMON X 3850 CC,,1.00,
Producto: 30222 - ESENCIA COLSABOR MENTA X 3850 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
30222,ESENCIA COLSABOR MENTA X 3850 CC,,1.00,
Producto: 30223 - ESENCIA COLSABOR MANGO X 3850 CC,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
30223,ESENCIA COLSABOR MANGO X 3850 CC,,3.00,
Producto: 30224 - ESENCIA COLSABOR MANI X 3850 CC,,,4.00,
Bodega: 6 - COLSABOR UNICA,,,4.00,
30224,ESENCIA COLSABOR MANI X 3850 CC,,4.00,
Producto: 30225 - ESENCIA COLSABOR MANTECADO X 3850 CC,,,9.00,
Bodega: 6 - COLSABOR UNICA,,,9.00,
30225,ESENCIA COLSABOR MANTECADO X 3850 CC,,9.00,
Producto: 30226 - ESENCIA COLSABOR MANTEQUILLA X 3850 CC,,,9.00,
Bodega: 6 - COLSABOR UNICA,,,9.00,
30226,ESENCIA COLSABOR MANTEQUILLA X 3850 CC,,9.00,
Producto: 30227 - ESENCIA COLSABOR MANZANA ROJA X 3850 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
30227,ESENCIA COLSABOR MANZANA ROJA X 3850 CC,,1.00,
Producto: 30228 - ESENCIA COLSABOR MANZANA VERDE X 3850 CC,,,8.00,
Bodega: 6 - COLSABOR UNICA,,,8.00,
30228,ESENCIA COLSABOR MANZANA VERDE X 3850 CC,,8.00,
Producto: 30230 - ESENCIA COLSABOR MANDARINA X 3850 CC,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
30230,ESENCIA COLSABOR MANDARINA X 3850 CC,,2.00,
Producto: 30231 - ESENCIA COLSABOR MIEL X 3850 CC,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
30231,ESENCIA COLSABOR MIEL X 3850 CC,,3.00,
Producto: 30233 - ESENCIA COLSABOR NARANJA X 3850 CC,,,5.00,
Bodega: 6 - COLSABOR UNICA,,,5.00,
30233,ESENCIA COLSABOR NARANJA X 3850 CC,,5.00,
Producto: 30234 - ESENCIA COLSABOR MARGARINA X 3850 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
30234,ESENCIA COLSABOR MARGARINA X 3850 CC,,1.00,
Producto: 30235 - ESENCIA COLSABOR NUEZ MOSCADA X 3850 CC,,,4.00,
Bodega: 6 - COLSABOR UNICA,,,4.00,
30235,ESENCIA COLSABOR NUEZ MOSCADA X 3850 CC,,4.00,
Producto: 30236 - ESENCIA COLSABOR PANETON X 3850 CC,,,10.00,
Bodega: 6 - COLSABOR UNICA,,,10.00,
30236,ESENCIA COLSABOR PANETON X 3850 CC,,10.00,
Producto: 30237 - ESENCIA COLSABOR PIÑA X 3850 CC,,,9.00,
Bodega: 6 - COLSABOR UNICA,,,9.00,
30237,ESENCIA COLSABOR PIÑA X 3850 CC,,9.00,
Producto: 30238 - ESENCIA COLSABOR PONQUE X 3850 CC,,,4.00,
Bodega: 6 - COLSABOR UNICA,,,4.00,
30238,ESENCIA COLSABOR PONQUE X 3850 CC,,4.00,
Producto: 30239 - ESENCIA COLSABOR QUESO X 3850 CC,,,32.00,
Bodega: 6 - COLSABOR UNICA,,,32.00,
30239,ESENCIA COLSABOR QUESO X 3850 CC,,32.00,
Producto: 30240 - ESENCIA COLSABOR RON ROYALE X 3850 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
30240,ESENCIA COLSABOR RON ROYALE X 3850 CC,,1.00,
Producto: 30241 - ESENCIA COLSABOR RON CON PASAS X 3850 CC,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
30241,ESENCIA COLSABOR RON CON PASAS X 3850 CC,,2.00,
Producto: 30243 - ESENCIA COLSABOR TUTTI FRUTI X 3850 CC,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
30243,ESENCIA COLSABOR TUTTI FRUTI X 3850 CC,,2.00,
Producto: 30244 - ESENCIA COLSABOR UVA X 3850 CC,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
30244,ESENCIA COLSABOR UVA X 3850 CC,,3.00,
Producto: 30247 - ESENCIA COLSABOR VINO X 3850 CC,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
30247,ESENCIA COLSABOR VINO X 3850 CC,,2.00,
Producto: 30248 - ESENCIA COLSABOR CREMA DE LECHE X 3850 CC,,,4.00,
Bodega: 6 - COLSABOR UNICA,,,4.00,
30248,ESENCIA COLSABOR CREMA DE LECHE X 3850 CC,,4.00,
Producto: 30250 - ESENCIA COLSABOR PISTACHO X 3850 CC,,,5.00,
Bodega: 6 - COLSABOR UNICA,,,5.00,
30250,ESENCIA COLSABOR PISTACHO X 3850 CC,,5.00,
Producto: 30251 - ESENCIA COLSABOR SANDIA X 3850 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
30251,ESENCIA COLSABOR SANDIA X 3850 CC,,1.00,
Producto: 30252 - ESENCIA COLSABOR AMARETTO X 3850 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
30252,ESENCIA COLSABOR AMARETTO X 3850 CC,,1.00,
Producto: 30253 - ESENCIA COLSABOR MELOCOTON X 3850 CC,,,9.62,
Bodega: 6 - COLSABOR UNICA,,,9.62,
30253,ESENCIA COLSABOR MELOCOTON X 3850 CC,,9.62,
Producto: 30254 - ESENCIA COLSABOR RON X 3850 CC,,,7.00,
Bodega: 6 - COLSABOR UNICA,,,7.00,
30254,ESENCIA COLSABOR RON X 3850 CC,,7.00,
Producto: 30255 - ESENCIA COLSABOR NATA X 3850 CC,,,9.00,
Bodega: 6 - COLSABOR UNICA,,,9.00,
30255,ESENCIA COLSABOR NATA X 3850 CC,,9.00,
Producto: 30257 - ESENCIA COLSABOR LECHE X 3.850 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
30257,ESENCIA COLSABOR LECHE X 3.850 CC,,1.00,
Producto: 30258 - ESENCIA COLSABOR TIRAMISU X 3850 CC.,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
30258,ESENCIA COLSABOR TIRAMISU X 3850 CC.,,2.00,
Producto: 30261 - ESENCIA COLSABOR KIWI X 3850 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
30261,ESENCIA COLSABOR KIWI X 3850 CC,,1.00,
Producto: 30262 - ESENCIA COLSABOR LULO X 3850 CC,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
30262,ESENCIA COLSABOR LULO X 3850 CC,,2.00,
Producto: 30263 - ESENCIA COLSABOR VAINILLA BLANCA GOURMET X 3850 CC,,,-4.00,
Bodega: 6 - COLSABOR UNICA,,,-4.00,
30263,ESENCIA COLSABOR VAINILLA BLANCA GOURMET X 3850 CC,,-4.00,
Producto: 30265 - ESENCIA COLSABOR PIÑA COLADA X 3850 CC,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
30265,ESENCIA COLSABOR PIÑA COLADA X 3850 CC,,2.00,
Producto: 30266 - ESENCIA COLSABOR CREMA DE WHISKEY X 3850 CC,,,5.00,
Bodega: 6 - COLSABOR UNICA,,,5.00,
30266,ESENCIA COLSABOR CREMA DE WHISKEY X 3850 CC,,5.00,
Producto: 30268 - ESENCIA COLSABOR MANGO BICHE X 3850 CC,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
30268,ESENCIA COLSABOR MANGO BICHE X 3850 CC,,2.00,
Producto: 30269 - ESENCIA COLSABOR HUMO X 3850 CC,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
30269,ESENCIA COLSABOR HUMO X 3850 CC,,3.00,
Producto: 30272 - ESENCIA COLSABOR TORTA CASERA X 3850 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
30272,ESENCIA COLSABOR TORTA CASERA X 3850 CC,,1.00,
Producto: 30274 - ESENCIA COLSABOR GALLETA NEGRA X 5 KG.,,,10.00,
Bodega: 6 - COLSABOR UNICA,,,10.00,
30274,ESENCIA COLSABOR GALLETA NEGRA X 5 KG.,,10.00,
Producto: 30277 - ESENCIA COLSABOR WHISKY X 3850 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
30277,ESENCIA COLSABOR WHISKY X 3850 CC,,1.00,
Producto: 30280 - ESENCIA COLSABOR ZANAHORIA X 3850 CC,,,6.00,
Bodega: 6 - COLSABOR UNICA,,,6.00,
30280,ESENCIA COLSABOR ZANAHORIA X 3850 CC,,6.00,
Producto: 30281 - ESENCIA COLSABOR TRES LECHES X 3850 CC,,,9.00,
Bodega: 6 - COLSABOR UNICA,,,9.00,
30281,ESENCIA COLSABOR TRES LECHES X 3850 CC,,9.00,
Producto: 30301 - ESENCIA COLSABOR ALMENDRA X 500 CC,,,16.00,
Bodega: 6 - COLSABOR UNICA,,,16.00,
30301,ESENCIA COLSABOR ALMENDRA X 500 CC,,16.00,
Producto: 30302 - ESENCIA COLSABOR ANIS X 500 CC,,,65.00,
Bodega: 6 - COLSABOR UNICA,,,65.00,
30302,ESENCIA COLSABOR ANIS X 500 CC,,65.00,
Producto: 30303 - ESENCIA COLSABOR AREQUIPE X 500 CC,,,115.00,
Bodega: 6 - COLSABOR UNICA,,,115.00,
30303,ESENCIA COLSABOR AREQUIPE X 500 CC,,115.00,
Producto: 30304 - ESENCIA COLSABOR BANANO X 500 CC,,,221.00,
Bodega: 6 - COLSABOR UNICA,,,221.00,
30304,ESENCIA COLSABOR BANANO X 500 CC,,221.00,
Producto: 30305 - ESENCIA COLSABOR BRANDY X 500 CC,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
30305,ESENCIA COLSABOR BRANDY X 500 CC,,2.00,
Producto: 30306 - ESENCIA COLSABOR CAFE X 500 CC,,,25.00,
Bodega: 6 - COLSABOR UNICA,,,25.00,
30306,ESENCIA COLSABOR CAFE X 500 CC,,25.00,
Producto: 30308 - ESENCIA COLSABOR CARAMELO X 500 CC,,,9.00,
Bodega: 6 - COLSABOR UNICA,,,9.00,
30308,ESENCIA COLSABOR CARAMELO X 500 CC,,9.00,
Producto: 30309 - ESENCIA COLSABOR CEREZA X 500 CC,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
30309,ESENCIA COLSABOR CEREZA X 500 CC,,3.00,
Producto: 30311 - ESENCIA COLSABOR COCO X 500 CC,,,438.00,
Bodega: 6 - COLSABOR UNICA,,,438.00,
30311,ESENCIA COLSABOR COCO X 500 CC,,438.00,
Producto: 30312 - ESENCIA COLSABOR KOLA ROJA X 500 CC,,,15.00,
Bodega: 6 - COLSABOR UNICA,,,15.00,
30312,ESENCIA COLSABOR KOLA ROJA X 500 CC,,15.00,
Producto: 30313 - ESENCIA COLSABOR CHICLE X 500 CC,,,42.00,
Bodega: 6 - COLSABOR UNICA,,,42.00,
30313,ESENCIA COLSABOR CHICLE X 500 CC,,42.00,
Producto: 30314 - ESENCIA COLSABOR CHOCOLATE X 500 CC,,,168.00,
Bodega: 6 - COLSABOR UNICA,,,168.00,
30314,ESENCIA COLSABOR CHOCOLATE X 500 CC,,168.00,
Producto: 30316 - ESENCIA COLSABOR FRAMBUESA X 500 CC,,,4.00,
Bodega: 6 - COLSABOR UNICA,,,4.00,
30316,ESENCIA COLSABOR FRAMBUESA X 500 CC,,4.00,
Producto: 30317 - ESENCIA COLSABOR FRESA X 500 CC,,,4.00,
Bodega: 6 - COLSABOR UNICA,,,4.00,
30317,ESENCIA COLSABOR FRESA X 500 CC,,4.00,
Producto: 30318 - ESENCIA COLSABOR GUANABANA X 500 CC,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
30318,ESENCIA COLSABOR GUANABANA X 500 CC,,3.00,
Producto: 30319 - ESENCIA COLSABOR HINOJO X 500 CC,,,154.00,
Bodega: 6 - COLSABOR UNICA,,,154.00,
30319,ESENCIA COLSABOR HINOJO X 500 CC,,154.00,
Producto: 30320 - ESENCIA COLSABOR LECHE CONDENSADA X 500 CC,,,123.00,
Bodega: 6 - COLSABOR UNICA,,,125.00,
30320,ESENCIA COLSABOR LECHE CONDENSADA X 500 CC,,125.00,
Bodega: Sin asignar,,,-2.00,
30320,ESENCIA COLSABOR LECHE CONDENSADA X 500 CC,,-2.00,
Producto: 30321 - ESENCIA COLSABOR LIMON X 500 CC,,,37.00,
Bodega: 6 - COLSABOR UNICA,,,37.00,
30321,ESENCIA COLSABOR LIMON X 500 CC,,37.00,
Producto: 30322 - ESENCIA COLSABOR MANDARINA X 500 CC,,,10.00,
Bodega: 6 - COLSABOR UNICA,,,10.00,
30322,ESENCIA COLSABOR MANDARINA X 500 CC,,10.00,
Producto: 30323 - ESENCIA COLSABOR MANGO X 500 CC,,,7.00,
Bodega: 6 - COLSABOR UNICA,,,7.00,
30323,ESENCIA COLSABOR MANGO X 500 CC,,7.00,
Producto: 30324 - ESENCIA COLSABOR MANI X 500 CC,,,22.00,
Bodega: 6 - COLSABOR UNICA,,,22.00,
30324,ESENCIA COLSABOR MANI X 500 CC,,22.00,
Producto: 30325 - ESENCIA COLSABOR MANTECADO X 500 CC,,,82.00,
Bodega: 6 - COLSABOR UNICA,,,82.00,
30325,ESENCIA COLSABOR MANTECADO X 500 CC,,82.00,
Producto: 30326 - ESENCIA COLSABOR MANTEQUILLA X 500 CC,,,15.00,
Bodega: 6 - COLSABOR UNICA,,,17.00,
30326,ESENCIA COLSABOR MANTEQUILLA X 500 CC,,17.00,
Bodega: Sin asignar,,,-2.00,
30326,ESENCIA COLSABOR MANTEQUILLA X 500 CC,,-2.00,
Producto: 30327 - ESENCIA COLSABOR MANZANA ROJA X 500 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
30327,ESENCIA COLSABOR MANZANA ROJA X 500 CC,,1.00,
Producto: 30328 - ESENCIA COLSABOR MANZANA VERDE X 500 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
30328,ESENCIA COLSABOR MANZANA VERDE X 500 CC,,1.00,
Producto: 30329 - ESENCIA COLSABOR MARACUYA X 500 CC,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
30329,ESENCIA COLSABOR MARACUYA X 500 CC,,2.00,
Producto: 30330 - ESENCIA COLSABOR MARGARINA X 500 CC,,,15.00,
Bodega: 6 - COLSABOR UNICA,,,15.00,
30330,ESENCIA COLSABOR MARGARINA X 500 CC,,15.00,
Producto: 30331 - ESENCIA COLSABOR MIEL X 500 CC,,,167.00,
Bodega: 6 - COLSABOR UNICA,,,167.00,
30331,ESENCIA COLSABOR MIEL X 500 CC,,167.00,
Producto: 30332 - ESENCIA COLSABOR MORA X 500 CC,,,23.00,
Bodega: 6 - COLSABOR UNICA,,,23.00,
30332,ESENCIA COLSABOR MORA X 500 CC,,23.00,
Producto: 30333 - ESENCIA COLSABOR NARANJA X 500 CC,,,196.00,
Bodega: 6 - COLSABOR UNICA,,,196.00,
30333,ESENCIA COLSABOR NARANJA X 500 CC,,196.00,
Producto: 30336 - ESENCIA COLSABOR PANETON X 500 CC,,,6.00,
Bodega: 6 - COLSABOR UNICA,,,6.00,
30336,ESENCIA COLSABOR PANETON X 500 CC,,6.00,
Producto: 30337 - ESENCIA COLSABOR PIÑA X 500 CC,,,50.00,
Bodega: 6 - COLSABOR UNICA,,,50.00,
30337,ESENCIA COLSABOR PIÑA X 500 CC,,50.00,
Producto: 30338 - ESENCIA COLSABOR PONQUE X 500 CC,,,24.00,
Bodega: 6 - COLSABOR UNICA,,,24.00,
30338,ESENCIA COLSABOR PONQUE X 500 CC,,24.00,
Producto: 30339 - ESENCIA COLSABOR QUESO X 500 C,,,8.00,
Bodega: 6 - COLSABOR UNICA,,,10.00,
30339,ESENCIA COLSABOR QUESO X 500 C,,10.00,
Bodega: Sin asignar,,,-2.00,
30339,ESENCIA COLSABOR QUESO X 500 C,,-2.00,
Producto: 30340 - ESENCIA COLSABOR RON ROYALE X 500 CC,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
30340,ESENCIA COLSABOR RON ROYALE X 500 CC,,3.00,
Producto: 30341 - ESENCIA COLSABOR RON CON PASAS X 500 CC,,,130.00,
Bodega: 6 - COLSABOR UNICA,,,130.00,
30341,ESENCIA COLSABOR RON CON PASAS X 500 CC,,130.00,
Producto: 30344 - ESENCIA COLSABOR UVA X 500 CC,,,8.00,
Bodega: 6 - COLSABOR UNICA,,,8.00,
30344,ESENCIA COLSABOR UVA X 500 CC,,8.00,
Producto: 30346 - ESENCIA COLSABOR VAINILLA NEGRA X 500 CC,,,29.00,
Bodega: 6 - COLSABOR UNICA,,,29.00,
30346,ESENCIA COLSABOR VAINILLA NEGRA X 500 CC,,29.00,
Producto: 30347 - ESENCIA COLSABOR VINO X 500 CC,,,5.00,
Bodega: 6 - COLSABOR UNICA,,,5.00,
30347,ESENCIA COLSABOR VINO X 500 CC,,5.00,
Producto: 30348 - ESENCIA COLSABOR TRES LECHE X 500 CC,,,8.00,
Bodega: 6 - COLSABOR UNICA,,,8.00,
30348,ESENCIA COLSABOR TRES LECHE X 500 CC,,8.00,
Producto: 30349 - ESENCIA COLSABOR MELOCOTON X 500 CC,,,24.00,
Bodega: 6 - COLSABOR UNICA,,,24.00,
30349,ESENCIA COLSABOR MELOCOTON X 500 CC,,24.00,
Producto: 30350 - ESENCIA COLSABOR AMARETO X 500 CC,,,13.00,
Bodega: 6 - COLSABOR UNICA,,,13.00,
30350,ESENCIA COLSABOR AMARETO X 500 CC,,13.00,
Producto: 30351 - ESENCIA COLSABOR HUMO X 500 CC,,,15.00,
Bodega: 6 - COLSABOR UNICA,,,15.00,
30351,ESENCIA COLSABOR HUMO X 500 CC,,15.00,
Producto: 30352 - ESENCIA COLSABOR MENTA X 500CC,,,12.00,
Bodega: 6 - COLSABOR UNICA,,,12.00,
30352,ESENCIA COLSABOR MENTA X 500CC,,12.00,
Producto: 30355 - ESENCIA COLSABOR PISTACHO X 500 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
30355,ESENCIA COLSABOR PISTACHO X 500 CC,,1.00,
Producto: 30358 - ESENCIA COLSABOR TIRAMISU X 500 C,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
30358,ESENCIA COLSABOR TIRAMISU X 500 C,,1.00,
Producto: 30359 - ESENCIA COLSABOR NATA X 500 CC,,,22.00,
Bodega: 6 - COLSABOR UNICA,,,22.00,
30359,ESENCIA COLSABOR NATA X 500 CC,,22.00,
Producto: 30360 - ESENCIA COLSABOR TUTTI FRUTI X 500 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
30360,ESENCIA COLSABOR TUTTI FRUTI X 500 CC,,1.00,
Producto: 30361 - ESENCIA COLSABOR RON X 500 CC,,,28.00,
Bodega: 6 - COLSABOR UNICA,,,28.00,
30361,ESENCIA COLSABOR RON X 500 CC,,28.00,
Producto: 30362 - ESENCIA COLSABOR SANDIA X 500CC,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
30362,ESENCIA COLSABOR SANDIA X 500CC,,3.00,
Producto: 30363 - ESENCIA COLSABOR CREMA DE LECHE X 500 CC,,,16.00,
Bodega: 6 - COLSABOR UNICA,,,16.00,
30363,ESENCIA COLSABOR CREMA DE LECHE X 500 CC,,16.00,
Producto: 30364 - ESENCIA COLSABOR CREMA DE WHISKEY X 500 CC,,,59.00,
Bodega: 6 - COLSABOR UNICA,,,59.00,
30364,ESENCIA COLSABOR CREMA DE WHISKEY X 500 CC,,59.00,
Producto: 30368 - ESENCIA COLSABOR RED VELVET X 500 CC.,,,11.00,
Bodega: 6 - COLSABOR UNICA,,,11.00,
30368,ESENCIA COLSABOR RED VELVET X 500 CC.,,11.00,
Producto: 30369 - ESENCIA COLSABOR MANGO BICHE X 500 CC.,,,5.00,
Bodega: 6 - COLSABOR UNICA,,,5.00,
30369,ESENCIA COLSABOR MANGO BICHE X 500 CC.,,5.00,
Producto: 30370 - ESENCIA COLSABOR LULO X 500 CC.,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
30370,ESENCIA COLSABOR LULO X 500 CC.,,3.00,
Producto: 30372 - ESENCIA COLSABOR VAINILLA BLANCA GOURMET X 500 CC,,,42.00,
Bodega: 6 - COLSABOR UNICA,,,42.00,
30372,ESENCIA COLSABOR VAINILLA BLANCA GOURMET X 500 CC,,42.00,
Producto: 30373 - ESENCIA COLSABOR VAINILLA NEGRA GOURMET X 500 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
30373,ESENCIA COLSABOR VAINILLA NEGRA GOURMET X 500 CC,,1.00,
Producto: 30379 - ESENCIA COLSABOR AVELLANA X 500 CC,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
30379,ESENCIA COLSABOR AVELLANA X 500 CC,,3.00,
Producto: 30380 - ESENCIA COLSABOR ZANAHORIA X 500 CC,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
30380,ESENCIA COLSABOR ZANAHORIA X 500 CC,,3.00,
Producto: 30400 - ESENCIA COLSABOR RED VELVET X 70 CC.,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
30400,ESENCIA COLSABOR RED VELVET X 70 CC.,,3.00,
Producto: 30401 - ESENCIA COLSABOR ALMENDRA X 70 CC,,,15.00,
Bodega: 6 - COLSABOR UNICA,,,15.00,
30401,ESENCIA COLSABOR ALMENDRA X 70 CC,,15.00,
Producto: 30402 - ESENCIA COLSABOR ANIS X 70 CC,,,196.00,
Bodega: 6 - COLSABOR UNICA,,,196.00,
30402,ESENCIA COLSABOR ANIS X 70 CC,,196.00,
Producto: 30403 - ESENCIA COLSABOR AREQUIPE X 70 CC,,,508.00,
Bodega: 6 - COLSABOR UNICA,,,508.00,
30403,ESENCIA COLSABOR AREQUIPE X 70 CC,,508.00,
Producto: 30404 - ESENCIA COLSABOR BANANO X 70 CC,,,426.00,
Bodega: 6 - COLSABOR UNICA,,,426.00,
30404,ESENCIA COLSABOR BANANO X 70 CC,,426.00,
Producto: 30405 - ESENCIA COLSABOR BRANDY X 70 CC,,,190.00,
Bodega: 6 - COLSABOR UNICA,,,190.00,
30405,ESENCIA COLSABOR BRANDY X 70 CC,,190.00,
Producto: 30406 - ESENCIA COLSABOR CAFE X 70 CC,,,97.00,
Bodega: 6 - COLSABOR UNICA,,,97.00,
30406,ESENCIA COLSABOR CAFE X 70 CC,,97.00,
Producto: 30407 - ESENCIA COLSABOR CANELA X 70 CC,,,28.00,
Bodega: 6 - COLSABOR UNICA,,,28.00,
30407,ESENCIA COLSABOR CANELA X 70 CC,,28.00,
Producto: 30408 - ESENCIA COLSABOR CARAMELO X 70 CC,,,122.00,
Bodega: 6 - COLSABOR UNICA,,,122.00,
30408,ESENCIA COLSABOR CARAMELO X 70 CC,,122.00,
Producto: 30409 - ESENCIA COLSABOR CEREZA X 70 CC,,,5.00,
Bodega: 6 - COLSABOR UNICA,,,5.00,
30409,ESENCIA COLSABOR CEREZA X 70 CC,,5.00,
Producto: 30410 - ESENCIA COLSABOR CLAVO DE OLOR X 70 CC,,,5.00,
Bodega: 6 - COLSABOR UNICA,,,5.00,
30410,ESENCIA COLSABOR CLAVO DE OLOR X 70 CC,,5.00,
Producto: 30411 - ESENCIA COLSABOR COCO X 70 CC,,,406.00,
Bodega: 6 - COLSABOR UNICA,,,406.00,
30411,ESENCIA COLSABOR COCO X 70 CC,,406.00,
Producto: 30412 - ESENCIA COLSABOR KOLA ROJA X 70 CC,,,167.00,
Bodega: 6 - COLSABOR UNICA,,,167.00,
30412,ESENCIA COLSABOR KOLA ROJA X 70 CC,,167.00,
Producto: 30413 - ESENCIA COLSABOR CHICLE X 70 CC,,,131.00,
Bodega: 6 - COLSABOR UNICA,,,131.00,
