,,,,,,,,,,,
Ventas por producto,,,,,,,,,,,
COLOMBIANA DE SABORES S.A.S. COLSABOR S.A.S.,,,,,,,,,,,
811003961-9,,,,,,,,,,,
De Enero 01 2025 a Diciembre 31 2025 ,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Código producto,Nombre producto,Referencia fábrica,Grupo inventario,Cantidad vendida,Valor bruto,Descuento,Subtotal,Impuesto cargo,Impuesto retención,Total,
315112,COLOR UVA GOTERO X 14 GR,,PRODUCTO TERMINADO,302.00,"448,900.00",0.00,"448,900.00","85,291.00",0.00,"534,191.00",
315114,COLOR AMARILLO HUEVO TR X 500 GMS,,PRODUCTO TERMINADO,943.00,"8,615,700.00",0.00,"8,615,700.00","1,636,983.00",0.00,"10,252,683.00",
315115,COLOR ROJO ESCARLATA ECO TR X 500 GMS,,PRODUCTO TERMINADO,264.00,"2,907,650.00",0.00,"2,907,650.00","552,453.50",0.00,"3,460,103.50",
315116,COLOR AZUL TR 500 X GMS,,PRODUCTO TERMINADO,155.00,"1,675,500.00",0.00,"1,675,500.00","318,345.00",0.00,"1,993,845.00",
315117,COLOR VERDE 2 TR X 500 GMS,,PRODUCTO TERMINADO,106.00,"1,188,750.00",0.00,"1,188,750.00","225,862.50",0.00,"1,414,612.50",
315118,COLOR NARANJA 2 TR X 500 GMS,,PRODUCTO TERMINADO,6.00,"139,900.00",0.00,"139,900.00","26,581.00",0.00,"166,481.00",
315119,COLOR ROSADO TR X 500 GMS,,PRODUCTO TERMINADO,12.00,"280,400.00",0.00,"280,400.00","53,276.00",0.00,"333,676.00",
31512,COLOR LIQUIDO VERDE LIMON X KL,,PRODUCTO TERMINADO,1.00,"51,100.00",0.00,"51,100.00","9,709.00",0.00,"60,809.00",
315122,COLOR UVA TR X 500 GMS,,PRODUCTO TERMINADO,11.00,"125,000.00",0.00,"125,000.00","23,750.00",0.00,"148,750.00",
315123,COLOR CARAMELO BOLSA X 25 GMS,,PRODUCTO TERMINADO,2.00,2.00,0.00,2.00,0.38,0.00,2.38,
315125,COLOR AMARILLO X 450 GR,,PRODUCTO TERMINADO,22.00,"542,700.00",0.00,"542,700.00","103,113.00",0.00,"645,813.00",
315126,COLOR AZUL X 450 GR,,PRODUCTO TERMINADO,24.00,"613,050.00",0.00,"613,050.00","116,479.50",0.00,"729,529.50",
315127,COLOR ROJO FRESA X 350 CC,,PRODUCTO TERMINADO,2.00,"44,000.00",0.00,"44,000.00","8,360.00",0.00,"52,360.00",
315128,COLOR ROSADO X 450 GR,,PRODUCTO TERMINADO,7.00,"799,400.00",0.00,"799,400.00","151,886.00",0.00,"951,286.00",
315129,COLOR BLANCO X 450 GR,,PRODUCTO TERMINADO,41.00,"1,094,900.00",0.00,"1,094,900.00","208,031.00",0.00,"1,302,931.00",
315130,COLOR VERDE X 450 GR,,PRODUCTO TERMINADO,16.00,"415,000.00",0.00,"415,000.00","78,850.00",0.00,"493,850.00",
315131,COLOR NARANJA X 450 GRS,,PRODUCTO TERMINADO,6.00,"167,000.00",0.00,"167,000.00","31,730.00",0.00,"198,730.00",
315132,COLOR VERDE LIMON X 450 GR,,PRODUCTO TERMINADO,17.00,"585,000.00",0.00,"585,000.00","111,150.00",0.00,"696,150.00",
315133,COLOR NEGRO X 450 GR,,PRODUCTO TERMINADO,36.00,"990,900.00",0.00,"990,900.00","188,271.00",0.00,"1,179,171.00",
315135,COLOR CAFE X 450 GR,,PRODUCTO TERMINADO,2.00,"44,000.00",0.00,"44,000.00","8,360.00",0.00,"52,360.00",
315137,COLOR PIEL X 450 GR,,PRODUCTO TERMINADO,15.00,"336,000.00",0.00,"336,000.00","63,840.00",0.00,"399,840.00",
315138,COLOR ROJO X 450 GRS,,PRODUCTO TERMINADO,187.00,"5,025,640.00",0.00,"5,025,640.00","954,871.60",0.00,"5,980,511.60",
315139,COLOR MORADO X 450 GRS,,PRODUCTO TERMINADO,7.00,"195,000.00",0.00,"195,000.00","37,050.00",0.00,"232,050.00",
31514,COLOR AZUL CLARO GOTERO X 10 CC,,PRODUCTO TERMINADO,213.00,"320,650.00",0.00,"320,650.00","60,923.50",0.00,"381,573.50",
315144,COLOR ROJO ESCARLATA ECO X KG,,PRODUCTO TERMINADO,54.00,"752,500.00",0.00,"752,500.00","142,975.00",0.00,"895,475.00",
315146,COLOR NARANJA 2 ECO X KG,,PRODUCTO TERMINADO,6.00,"154,500.00",0.00,"154,500.00","29,355.00",0.00,"183,855.00",
315147,COLOR ROJO FRESA ECO X KG,,PRODUCTO TERMINADO,3.00,"58,800.00",0.00,"58,800.00","11,172.00",0.00,"69,972.00",
315148,COLOR CARAMELO ECO X KL,,PRODUCTO TERMINADO,46.00,"1,027,500.00",0.00,"1,027,500.00","195,225.00",0.00,"1,222,725.00",
315149,COLOR MORADO 2 ECO X KG,,PRODUCTO TERMINADO,9.00,"197,000.00",0.00,"197,000.00","37,430.00",0.00,"234,430.00",
31515,COLOR LIQUIDO LILA X KL,,PRODUCTO TERMINADO,1.00,"75,100.00",0.00,"75,100.00","14,269.00",0.00,"89,369.00",
315151,COLOR UVA ECO X KG,,PRODUCTO TERMINADO,1.00,"20,900.00",0.00,"20,900.00","3,971.00",0.00,"24,871.00",
315153,COLOR AMARILLO HUEVO ECO X KG,,PRODUCTO TERMINADO,76.00,"898,800.00",0.00,"898,800.00","170,772.00",0.00,"1,069,572.00",
315154,COLOR VERDE 2 ECO X KG,,PRODUCTO TERMINADO,17.00,"571,600.00",0.00,"571,600.00","108,604.00",0.00,"680,204.00",
315155,COLOR AZUL ECO X KG,,PRODUCTO TERMINADO,6.00,"90,000.00",0.00,"90,000.00","17,100.00",0.00,"107,100.00",
315157,COLOR VERDE MENTA 2 ECO X KL,,PRODUCTO TERMINADO,7.00,"177,600.00",0.00,"177,600.00","33,744.00",0.00,"211,344.00",
315159,COLOR VERDE MENTA GOTERO X 10  CC,,PRODUCTO TERMINADO,5.00,"7,250.00",0.00,"7,250.00","1,377.50",0.00,"8,627.50",
315162,COLOR LIQUIDO BLANCO X KL,,PRODUCTO TERMINADO,1.00,"79,100.00",0.00,"79,100.00","15,029.00",0.00,"94,129.00",
315164,COLOR VERDE MENTA X 450 GR,,PRODUCTO TERMINADO,1.00,"37,000.00",0.00,"37,000.00","7,030.00",0.00,"44,030.00",
315168,COLOR LIQUIDO TURQUESA X 80 GR,,PRODUCTO TERMINADO,1.00,"4,200.00",0.00,"4,200.00",798.00,0.00,"4,998.00",
315173,COLOR FUCSIA 3 TR X 500 GR.,,PRODUCTO TERMINADO,1.00,"18,000.00",0.00,"18,000.00","3,420.00",0.00,"21,420.00",
315174,COLOR LIQUIDO TURQUESA GOTERO X 14 GR,,PRODUCTO TERMINADO,50.00,"74,500.00",0.00,"74,500.00","14,155.00",0.00,"88,655.00",
315178,COLOR NEGRO TR X 500 GM.,,PRODUCTO TERMINADO,1.00,"17,400.00",0.00,"17,400.00","3,306.00",0.00,"20,706.00",
315187,COLOR VERDE MENTA 2 TR X 500 GM,,PRODUCTO TERMINADO,1.00,"10,850.00",0.00,"10,850.00","2,061.50",0.00,"12,911.50",
315188,COLOR AMARILLO LIMON BOLSA X 25 G.,,PRODUCTO TERMINADO,2.00,"1,700.00",0.00,"1,700.00",323.00,0.00,"2,023.00",
315190,COLOR AMARILLO ECO BOLSA X 25 G.,,PRODUCTO TERMINADO,4.00,"1,902.00",0.00,"1,902.00",361.38,0.00,"2,263.38",
31521,COLOR LIQUIDO NARANJA X KL,,PRODUCTO TERMINADO,4.00,"212,000.00",0.00,"212,000.00","40,280.00",0.00,"252,280.00",
315216,COLOR AMARILLO ECO TR X 500 GMS,,PRODUCTO TERMINADO,117.00,"1,261,950.00",0.00,"1,261,950.00","239,770.50",0.00,"1,501,720.50",
315219,COLOR LILA X 450 CC,,PRODUCTO TERMINADO,2.00,"44,000.00",0.00,"44,000.00","8,360.00",0.00,"52,360.00",
315224,COLOR LIQUIDO VERDE MENTA X KG,,PRODUCTO TERMINADO,2.00,"75,800.00",0.00,"75,800.00","14,402.00",0.00,"90,202.00",
315226,COLOR MELOCOTON GOTERO X 10 CC,,PRODUCTO TERMINADO,101.00,"151,950.00",0.00,"151,950.00","28,870.50",0.00,"180,820.50",
31523,COLOR LIQUIDO NEGRO X KL,,PRODUCTO TERMINADO,18.00,"2,058,200.00",0.00,"2,058,200.00","391,058.00",0.00,"2,449,258.00",
315230,COLOR CHOCOLATE PARDO PURO X KG,,PRODUCTO TERMINADO,67.02,"7,053,550.00",0.00,"7,053,550.00","1,340,174.50",0.00,"8,393,724.50",
315233,COLOR VERDE MENTA X 80  CC,,PRODUCTO TERMINADO,3.00,"17,100.00",0.00,"17,100.00","3,249.00",0.00,"20,349.00",
315235,COLOR LIQUIDO AMARILLO HUEVO X KL,,PRODUCTO TERMINADO,1.00,"35,000.00",0.00,"35,000.00","6,650.00",0.00,"41,650.00",
315236,COLOR ROJO CHORIZO EN POLVO X KG,,PRODUCTO TERMINADO,23.00,"1,630,500.00",0.00,"1,630,500.00","309,795.00",0.00,"1,940,295.00",
31524,COLOR LIQUIDO ROJO X KL,,PRODUCTO TERMINADO,21.00,"693,900.00",0.00,"693,900.00","131,841.00",0.00,"825,741.00",
315241,COLOR FUCSIA 2 GOTERO X 14 GR,,PRODUCTO TERMINADO,"1,389.00","2,048,228.00",0.00,"2,048,228.00","389,163.32",0.00,"2,437,391.32",
315242,COLOR FUCSIA 2 GOTERO X 80 GRS,,PRODUCTO TERMINADO,22.00,"105,400.00",0.00,"105,400.00","20,026.00",0.00,"125,426.00",
315243,COLOR FUCSIA 2 X 450 GRS,,PRODUCTO TERMINADO,4.00,"95,000.00",0.00,"95,000.00","18,050.00",0.00,"113,050.00",
315245,COLOR ROSADO 2 GOTERO X 14 GRS,,PRODUCTO TERMINADO,"2,076.00","2,988,288.00",0.00,"2,988,288.00","567,774.72",0.00,"3,556,062.72",
315246,COLOR ROSADO 2 GOTERO X 80 GRS,,PRODUCTO TERMINADO,122.00,"599,400.00",0.00,"599,400.00","113,886.00",0.00,"713,286.00",
315247,COLOR ROSADO 2 X 450 GRS,,PRODUCTO TERMINADO,34.00,"833,000.00",0.00,"833,000.00","158,270.00",0.00,"991,270.00",
31526,COLOR LIQUIDO VERDE X KL,,PRODUCTO TERMINADO,11.00,"591,010.00",0.00,"591,010.00","112,291.90",0.00,"703,301.90",
31527,COLOR LIQUIDO AMARILLO X KL,,PRODUCTO TERMINADO,5.00,"243,000.00",0.00,"243,000.00","46,170.00",0.00,"289,170.00",
31528,COLOR LIQUIDO AZUL X KL,,PRODUCTO TERMINADO,21.00,"1,918,365.00",0.00,"1,918,365.00","364,489.35",0.00,"2,282,854.35",
31549,COLOR LILA GOTERO X 80 GRS,,PRODUCTO TERMINADO,17.00,"71,400.00",0.00,"71,400.00","13,566.00",0.00,"84,966.00",
31550,COLOR FUCSIA X 80 GR,,PRODUCTO TERMINADO,2.00,"17,000.00",0.00,"17,000.00","3,230.00",0.00,"20,230.00",
31551,COLOR AMARILLO X 80 GR,,PRODUCTO TERMINADO,136.00,"629,250.00",0.00,"629,250.00","119,557.50",0.00,"748,807.50",
31552,COLOR ROJO GOTERO X 80 GRS,,PRODUCTO TERMINADO,261.00,"1,204,880.00",0.00,"1,204,880.00","228,927.20",0.00,"1,433,807.20",
31553,COLOR VERDE GOTERO X 80 GRS,,PRODUCTO TERMINADO,74.00,"336,450.00",0.00,"336,450.00","63,925.50",0.00,"400,375.50",
31554,COLOR NEGRO GOTERO X 80  GRS,,PRODUCTO TERMINADO,138.00,"620,320.00",0.00,"620,320.00","117,860.80",0.00,"738,180.80",
31555,COLOR AZUL GOTERO X 80 GRS,,PRODUCTO TERMINADO,106.00,"501,500.00",0.00,"501,500.00","95,285.00",0.00,"596,785.00",
31556,COLOR MORADO GOTERO X 80 GRS,,PRODUCTO TERMINADO,25.00,"119,880.00",0.00,"119,880.00","22,777.20",0.00,"142,657.20",
31557,COLOR NARANJA GOTERO X 80 GRS,,PRODUCTO TERMINADO,61.00,"292,450.00",0.00,"292,450.00","55,565.50",0.00,"348,015.50",
31558,COLOR ROJO FRESA X 60 CC,,PRODUCTO TERMINADO,1.00,"4,200.00",0.00,"4,200.00",798.00,0.00,"4,998.00",
31559,COLOR ROSADO X 80 GR,,PRODUCTO TERMINADO,11.00,"114,000.00",0.00,"114,000.00","21,660.00",0.00,"135,660.00",
31560,COLOR VERDE LIMON GOTERO X 80 GRS,,PRODUCTO TERMINADO,30.00,"132,000.00",0.00,"132,000.00","25,080.00",0.00,"157,080.00",
31561,COLOR BLANCO X 80 GR,,PRODUCTO TERMINADO,173.00,"777,350.00",0.00,"777,350.00","147,696.50",0.00,"925,046.50",
31563,COLOR PIEL X 80 GR,,PRODUCTO TERMINADO,22.00,"96,700.00",0.00,"96,700.00","18,373.00",0.00,"115,073.00",
31564,COLOR CAFE GOTERO X 80 GRS,,PRODUCTO TERMINADO,21.00,"90,700.00",0.00,"90,700.00","17,233.00",0.00,"107,933.00",
31580,COLOR ROJO ESCARLATA BOLSA X 25 GMS,,PRODUCTO TERMINADO,225.00,"242,452.00",0.00,"242,452.00","46,065.88",0.00,"288,517.88",
31581,COLOR AZUL BOLSA X 25 GMS,,PRODUCTO TERMINADO,27.00,"24,552.00",0.00,"24,552.00","4,664.88",0.00,"29,216.88",
31582,COLOR VERDE 2 BOLSA X 25 GMS,,PRODUCTO TERMINADO,44.00,"39,902.00",0.00,"39,902.00","7,581.38",0.00,"47,483.38",
31583,COLOR ROJO FRESA BOLSA X 25 GMS,,PRODUCTO TERMINADO,3.00,"3,244.00",0.00,"3,244.00",616.36,0.00,"3,860.36",
31584,COLOR ROSADO BOLSA X 25 GMS,,PRODUCTO TERMINADO,10.00,"9,902.00",0.00,"9,902.00","1,881.38",0.00,"11,783.38",
31585,COLOR VERDE MENTA 2 BOLSA X 25 GMS,,PRODUCTO TERMINADO,2.00,2.00,0.00,2.00,0.38,0.00,2.38,
31586,COLOR NARANJA 2 BOLSA X 25 GMS,,PRODUCTO TERMINADO,36.00,"35,802.00",0.00,"35,802.00","6,802.38",0.00,"42,604.38",
31588,COLOR LILA BOLSA X 25 GMS,,PRODUCTO TERMINADO,1.00,950.00,0.00,950.00,180.50,0.00,"1,130.50",
31590,COLOR UVA BOLSA X 25 GMS,,PRODUCTO TERMINADO,2.00,2.00,0.00,2.00,0.38,0.00,2.38,
31593,COLOR AMARILLO HUEVO BOLSA X 25 GMS,,PRODUCTO TERMINADO,155.00,"159,550.00",0.00,"159,550.00","30,314.50",0.00,"189,864.50",
315931,COLOR CAFE BOLSA X 25 GMS,,PRODUCTO TERMINADO,2.00,2.00,0.00,2.00,0.38,0.00,2.38,
31594,COLOR AMARILLO GOTERO X 14 GR,,PRODUCTO TERMINADO,"4,399.00","6,620,100.00",0.00,"6,620,100.00","1,257,819.00",0.00,"7,877,919.00",
31595,COLOR ROJO GOTERO X 14 GRS,,PRODUCTO TERMINADO,"6,960.00","10,236,270.00",0.00,"10,236,270.00","1,944,891.30",0.00,"12,181,161.30",
31596,COLOR AZUL GOTERO X 14 GRS,,PRODUCTO TERMINADO,"4,537.00","6,636,420.00",0.00,"6,636,420.00","1,260,919.80",0.00,"7,897,339.80",
31597,COLOR VERDE GOTERO X 14 GRS,,PRODUCTO TERMINADO,"4,199.00","6,170,760.00",0.00,"6,170,760.00","1,172,444.40",0.00,"7,343,204.40",
31599,COLOR MORADO GOTERO X 14 GRS,,PRODUCTO TERMINADO,"1,152.00","1,657,950.00",0.00,"1,657,950.00","315,010.50",0.00,"1,972,960.50",
31602,MEJORADOR BAKERMAN PAQUETE X 2.5 KG,,PRODUCTO TERMINADO,30.00,"1,026,000.00",0.00,"1,026,000.00","194,940.00",0.00,"1,220,940.00",
31603,MEJORADOR BAKERMAN PAQUETE X 1 KG,,PRODUCTO TERMINADO,158.00,"2,157,950.00",0.00,"2,157,950.00","410,010.50",0.00,"2,567,960.50",
31606,AZUCAR 5X BULTO X 25 KG,,PRODUCTO TERMINADO,9.00,"897,850.00",0.00,"897,850.00","44,892.50",0.00,"942,742.50",
31607,AZUCAR 5X PAQUETE X 2.5 KG,,PRODUCTO TERMINADO,52.00,"867,510.00",0.00,"867,510.00","159,107.90",0.00,"1,026,617.90",
31608,ANTIMOHO PAQUETE X 1 LB,,PRODUCTO TERMINADO,"1,690.00","18,111,409.00",0.00,"18,111,409.00","3,441,167.71",0.00,"21,552,576.71",
316103,POLVO PARA HORNEAR BAKERMAN DOBLE ACCION BULTO X 25 KG,,PRODUCTO TERMINADO,45.00,"12,933,100.00",,,,,,
,,,,,,,,,,,
,,,,,,0.00,"178,656.00","33,944.64",0.00,"212,600.64",GLAS Y RELLENOS
31610,GLASEADO PIÑA X KL,,PRODUCTO TERMINADO,30.00,"178,656.00","57,460.00","12,875,640.00","2,446,371.60",0.00,"15,322,011.60",30.00
31611,GLASEADO FRESA X KL,,PRODUCTO TERMINADO,248.00,"1,423,600.00",0.00,"1,423,600.00","270,484.00",0.00,"1,694,084.00",248.00
31612,GLASEADO MELOCOTON X KL,,PRODUCTO TERMINADO,205.00,"1,094,400.00",0.00,"1,094,400.00","207,936.00",0.00,"1,302,336.00",205.00
31613,GLASEADO LIMON X KL,,PRODUCTO TERMINADO,47.00,"242,706.00",0.00,"242,706.00","46,114.14",0.00,"288,820.14",47.00
316136,GLASEADO NEUTRO BAKERMAN X 4.5 KG,,PRODUCTO TERMINADO,35.00,"701,500.00",0.00,"701,500.00","133,285.00",0.00,"834,785.00",157.50
316137,GLASEADO NEUTRO BAKERMAN X KG,,PRODUCTO TERMINADO,38.00,"167,000.00",0.00,"167,000.00","31,730.00",0.00,"198,730.00",38.00
316139,GLASEADO FRESA BAKERMAN X 4.5 KG,,PRODUCTO TERMINADO,122.00,"2,449,400.00",0.00,"2,449,400.00","465,386.00",0.00,"2,914,786.00",549.00
316140,GLASEADO FRESA BAKERMAN X KG,,PRODUCTO TERMINADO,256.00,"1,218,700.00",0.00,"1,218,700.00","231,553.00",0.00,"1,450,253.00",256.00
316142,GLASEADO MELOCOTON BAKERMAN X 4.5 KG,,PRODUCTO TERMINADO,111.00,"2,139,700.00",0.00,"2,139,700.00","406,543.00",0.00,"2,546,243.00",499.50
316143,GLASEADO MELOCOTON BAKERMAN X KG,,PRODUCTO TERMINADO,218.00,"1,122,500.00",0.00,"1,122,500.00","213,275.00",0.00,"1,335,775.00",218.00
316145,GLASEADO PIÑA BAKERMAN X 4.5 KG,,PRODUCTO TERMINADO,3.00,"62,900.00",0.00,"62,900.00","11,951.00",0.00,"74,851.00",13.50
316146,GLASEADO PIÑA BAKERMAN X KG,,PRODUCTO TERMINADO,152.00,"698,540.00",0.00,"698,540.00","132,722.60",0.00,"831,262.60",152.00
316148,GLASEADO MORA BAKERMAN X 4.5 KG,,PRODUCTO TERMINADO,30.00,"615,300.00",0.00,"615,300.00","116,907.00",0.00,"732,207.00",135.00
316149,GLASEADO MORA BAKERMAN X KG,,PRODUCTO TERMINADO,60.00,"355,680.00",0.00,"355,680.00","67,579.20",0.00,"423,259.20",60.00
316157,GLASEADO LIMON BAKERMAN X KG,,PRODUCTO TERMINADO,97.00,"455,860.00",0.00,"455,860.00","86,613.40",0.00,"542,473.40",97.00
316159,GLASEADO MANZANA BAKERMAN X KG,,PRODUCTO TERMINADO,10.00,"58,400.00",0.00,"58,400.00","11,096.00",0.00,"69,496.00",10.00
31616,GLASEADO NEUTRO X KG,,PRODUCTO TERMINADO,98.00,"666,850.00",0.00,"666,850.00","126,701.50",0.00,"793,551.50",98.00
316161,GLASEADO UVA BAKERMAN X KG,,PRODUCTO TERMINADO,6.00,"27,750.00",0.00,"27,750.00","5,272.50",0.00,"33,022.50",6.00
316164,GLASEADO LIMON BAKERMAN X 4.5 KG,,PRODUCTO TERMINADO,3.00,"59,800.00",0.00,"59,800.00","11,362.00",0.00,"71,162.00",13.50
316174,GLASEADO CHICLE BAKERMAN X 4.5 KG,,PRODUCTO TERMINADO,2.00,"44,600.00",0.00,"44,600.00","8,474.00",0.00,"53,074.00",9.00
31620,GLASEADO MORA X KG,,PRODUCTO TERMINADO,27.00,"160,650.00",0.00,"160,650.00","30,523.50",0.00,"191,173.50",27.00
31640,GLASEADO FRESA X 4.5 KG,,PRODUCTO TERMINADO,3.00,"93,700.00",0.00,"93,700.00","17,803.00",0.00,"111,503.00",13.50
31647,GLASEADO PIÑA X 4.5 KG,,PRODUCTO TERMINADO,2.00,"74,800.00",0.00,"74,800.00","14,212.00",0.00,"89,012.00",9.00
31648,GLASEADO MORA X 4.5 KG,,PRODUCTO TERMINADO,3.00,"96,800.00",0.00,"96,800.00","18,392.00",0.00,"115,192.00",13.50
31651,GLASEADO CHICLE X KG,,PRODUCTO TERMINADO,21.00,"108,200.00",0.00,"108,200.00","20,558.00",0.00,"128,758.00",21.00
31656,GLASEADO NEUTRO X 4.5 KG,,PRODUCTO TERMINADO,4.00,"118,800.00",0.00,"118,800.00","22,572.00",0.00,"141,372.00",18.00
31660,GLASEADO CHOCOLATE X KG,,PRODUCTO TERMINADO,150.00,"1,199,050.00",0.00,"1,199,050.00","227,819.50",0.00,"1,426,869.50",150.00
31661,GLASEADO CHOCOLATE X 4.5 KG,,PRODUCTO TERMINADO,14.00,"405,000.00",0.00,"405,000.00","76,950.00",0.00,"481,950.00",63.00
319171,GLASEADO CHICLE BAKERMAN X KG,,PRODUCTO TERMINADO,10.00,"57,900.00",,,,,,10.00
31676,GLASEADO UVA X KG,,PRODUCTO TERMINADO,2.00,"10,050.00",0.00,"10,050.00","1,909.50",0.00,"11,959.50",2.00
,,,,,"16,108,792","57,460","28,747,876","5,462,096",0,"34,209,972","3,169"
,,,,,,,,,,,
31657,ANTIMOHO X 25 KG,,PRODUCTO TERMINADO,11.00,"3,234,210.00",,,,,,
,,,,,,,,,,,
31688,POLVO PARA HORNEAR COLSABOR BULTO X 25 KG,,PRODUCTO TERMINADO,1.00,"135,000.00",0.00,"135,000.00","25,650.00",0.00,"160,650.00",
31691,POLVO PARA HORNEAR COLSABOR X KG,,PRODUCTO TERMINADO,188.00,"1,834,250.00",0.00,"1,834,250.00","348,507.50",0.00,"2,182,757.50",
31692,POLVO PARA HORNEAR COLSABOR X 2.5 KG,,PRODUCTO TERMINADO,244.00,"6,905,410.00",0.00,"6,905,410.00","1,312,027.90",0.00,"8,217,437.90",
31695,POLVO PARA HORNEAR COLSABOR X LB,,PRODUCTO TERMINADO,10.00,"74,000.00",0.00,"74,000.00","14,060.00",0.00,"88,060.00",
31700,LIMON  SNACKS EN POLVO X KG,,PRODUCTO TERMINADO,2.50,"21,250.00",0.00,"21,250.00","4,037.50",0.00,"25,287.50",
31701,LIMON SNACKS EN POLVO X 25 KG,,PRODUCTO TERMINADO,46.00,"10,292,500.00",0.00,"10,292,500.00","1,955,575.00",0.00,"12,248,075.00",
317105,SABOR EN POLVO LIMON SNACKS SABOR CONCENTRADO X KG,,PRODUCTO TERMINADO,"12,090.00","111,353,600.00",0.00,"111,353,600.00","21,157,184.00",0.00,"132,510,784.00",
317106,LIMON PIMIENTA SNACK,,PRODUCTO TERMINADO,1.00,"14,000.00",0.00,"14,000.00","2,660.00",0.00,"16,660.00",
317108,SABOR CONCENTRADO JENGIBRE GC-369,,PRODUCTO TERMINADO,94.00,"8,687,800.00",0.00,"8,687,800.00","1,650,682.00",0.00,"10,338,482.00",
31715,ACHOCOLATADO EN POLVO X KL,,PRODUCTO TERMINADO,12.00,"655,200.00",0.00,"655,200.00","124,488.00",0.00,"779,688.00",
31724,BARBECUE PICANTE PARA SNACK X KG,,PRODUCTO TERMINADO,1.00,"12,000.00",0.00,"12,000.00","2,280.00",0.00,"14,280.00",
31727,VITAMINA A VEN X KG.,,PRODUCTO TERMINADO,"411,885.43","143,612,310.50",0.00,"143,612,310.50",0.00,0.00,"143,612,310.50",
31790,ESTABILIZANTE LUXURY 410 X KG,,PRODUCTO TERMINADO,"4,064.00","110,781,264.00",0.00,"110,781,264.00","21,048,440.16",0.00,"131,829,704.16",
31792,TOCINETA PARA SNACKS X KG.,,PRODUCTO TERMINADO,1.00,"7,500.00",0.00,"7,500.00","1,425.00",0.00,"8,925.00",
31793,SAL PARA SNACKS X KG.,,PRODUCTO TERMINADO,166.00,"562,450.00",0.00,"562,450.00","106,865.50",0.00,"669,315.50",
31794,SAL ESPECIAL PARA SNACKS X KG,,PRODUCTO TERMINADO,100.00,"420,000.00",0.00,"420,000.00","79,800.00",0.00,"499,800.00",
31803,BREVAS EN ALMIBAR X 4 LT,,PRODUCTO TERMINADO,2.00,"34,000.00",0.00,"34,000.00","6,460.00",0.00,"40,460.00",
318109,GLUCOSA 11:53 BIDON X 40 KG,,PRODUCTO TERMINADO,14.00,"4,900,000.00",0.00,"4,900,000.00","931,000.00",0.00,"5,831,000.00",
318119,ACIDO CITRICO X KG,,PRODUCTO TERMINADO,3.00,"20,300.00",0.00,"20,300.00","3,857.00",0.00,"24,157.00",
31812,GLICERINA X 620 GM,,PRODUCTO TERMINADO,109.00,"966,300.00",0.00,"966,300.00","183,597.00",0.00,"1,149,897.00",
31814,GLUCOSA X LB,,PRODUCTO TERMINADO,158.00,"1,390,473.00",0.00,"1,390,473.00","264,189.87",0.00,"1,654,662.87",
31826,CMC 28 X KL,,PRODUCTO TERMINADO,24.26,"449,300.00",0.00,"449,300.00","85,367.00",0.00,"534,667.00",
31828,GLUCOSA  BALDE X 5 KG,,PRODUCTO TERMINADO,34.00,"1,887,080.00",0.00,"1,887,080.00","358,545.20",0.00,"2,245,625.20",
31833,CMC 28 X LB,,PRODUCTO TERMINADO,70.00,"945,600.00",0.00,"945,600.00","179,664.00",0.00,"1,125,264.00",
31846,GRAGEAS X 1 LB,,PRODUCTO TERMINADO,147.00,"1,213,000.00",0.00,"1,213,000.00","230,470.00",0.00,"1,443,470.00",
31847,GRAGEAS X 3 KG,,PRODUCTO TERMINADO,30.00,"1,202,500.00",0.00,"1,202,500.00","228,475.00",0.00,"1,430,975.00",
31850,ESENCIA CEREZA CAKE X GARRAFA,,PRODUCTO TERMINADO,830.00,"13,966,901.00",0.00,"13,966,901.00","2,653,711.19",0.00,"16,620,612.19",
31851,ESENCIA CEREZA CAKE X 20 LT,,PRODUCTO TERMINADO,"1,368.00","80,483,402.00",0.00,"80,483,402.00","15,291,846.38",0.00,"95,775,248.38",
318522,ESENCIA CEREZA CAKE X 10 LT,,PRODUCTO TERMINADO,308.00,"9,018,874.00",0.00,"9,018,874.00","1,713,586.06",0.00,"10,732,460.06",
318523,ESENCIA CEREZA CAKE X 500 CC,,PRODUCTO TERMINADO,67.00,"366,419.00",0.00,"366,419.00","69,619.61",0.00,"436,038.61",
31853,VAINILLA NEGRA CASERA X 20 LT,,PRODUCTO TERMINADO,18.00,"1,782,000.00",0.00,"1,782,000.00","338,580.00",0.00,"2,120,580.00",
31855,GLICERINA GARRAFA X 5 KG,,PRODUCTO TERMINADO,21.00,"1,023,800.00",0.00,"1,023,800.00","194,522.00",0.00,"1,218,322.00",
31858,ENDULZANTE SUCRALOSA 15X X 350 GMS,,PRODUCTO TERMINADO,31.00,"239,950.00",0.00,"239,950.00","45,590.50",0.00,"285,540.50",
31860,GLICERINA BIDON X 25 KG,,PRODUCTO TERMINADO,1.00,"227,000.00",0.00,"227,000.00","43,130.00",0.00,"270,130.00",
31861,GLUCOSA BIDON X 25 KG,,PRODUCTO TERMINADO,1.00,"285,000.00",0.00,"285,000.00","54,150.00",0.00,"339,150.00",
31863,ESENCIA MOSCATEL CAKE X 10 LT,,PRODUCTO TERMINADO,28.00,"831,200.00",0.00,"831,200.00","157,928.00",0.00,"989,128.00",
