,,,,,,,,,,,
Ventas por producto,,,,,,,,,,,
COLOMBIANA DE SABORES S.A.S. COLSABOR S.A.S.,,,,,,,,,,,
811003961-9,,,,,,,,,,,
De Enero 01 2025 a Diciembre 31 2025 ,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Código producto,Nombre producto,Referencia fábrica,Grupo inventario,Cantidad vendida,Valor bruto,Descuento,Subtotal,Impuesto cargo,Impuesto retención,Total,
30354,ESENCIA COLSABOR MACADAMIA X 500 CC,,PRODUCTO TERMINADO,1.00,"5,250.00",0.00,"5,250.00",997.50,0.00,"6,247.50",
30355,ESENCIA COLSABOR PISTACHO X 500 CC,,PRODUCTO TERMINADO,13.00,"98,850.00",0.00,"98,850.00","18,781.50",0.00,"117,631.50",
30357,ESENCIA COLSABOR KIWI X 500 CC,,PRODUCTO TERMINADO,11.00,"84,550.00",0.00,"84,550.00","16,064.50",0.00,"100,614.50",
30358,ESENCIA COLSABOR TIRAMISU X 500 C,,PRODUCTO TERMINADO,79.00,"612,250.00",0.00,"612,250.00","116,327.50",0.00,"728,577.50",
30359,ESENCIA COLSABOR NATA X 500 CC,,PRODUCTO TERMINADO,74.00,"443,970.00",0.00,"443,970.00","84,354.30",0.00,"528,324.30",
30360,ESENCIA COLSABOR TUTTI FRUTI X 500 CC,,PRODUCTO TERMINADO,8.00,"53,200.00",0.00,"53,200.00","10,108.00",0.00,"63,308.00",
30361,ESENCIA COLSABOR RON X 500 CC,,PRODUCTO TERMINADO,112.00,"757,534.00",0.00,"757,534.00","143,931.46",0.00,"901,465.46",
30362,ESENCIA COLSABOR SANDIA X 500CC,,PRODUCTO TERMINADO,110.00,"884,120.00",0.00,"884,120.00","167,982.80",0.00,"1,052,102.80",
30363,ESENCIA COLSABOR CREMA DE LECHE X 500 CC,,PRODUCTO TERMINADO,139.00,"1,069,520.00",0.00,"1,069,520.00","203,208.80",0.00,"1,272,728.80",
30364,ESENCIA COLSABOR CREMA DE WHISKEY X 500 CC,,PRODUCTO TERMINADO,150.00,"1,073,642.00","108,889.76","964,752.24","183,302.90",0.00,"1,148,055.14",
30365,ESENCIA COLSABOR PIÑA COLADA X 500 CC,,PRODUCTO TERMINADO,37.00,"291,800.00",0.00,"291,800.00","55,442.00",0.00,"347,242.00",
30367,ESENCIA COLSABOR LECHE X 500 CC.,,PRODUCTO TERMINADO,2.00,"10,500.00",0.00,"10,500.00","1,995.00",0.00,"12,495.00",
30369,ESENCIA COLSABOR MANGO BICHE X 500 CC.,,PRODUCTO TERMINADO,56.00,"452,400.00",0.00,"452,400.00","85,956.00",0.00,"538,356.00",
30370,ESENCIA COLSABOR LULO X 500 CC.,,PRODUCTO TERMINADO,63.00,"561,162.00",0.00,"561,162.00","106,620.78",0.00,"667,782.78",
30371,ESENCIA COLSABOR CREMA CHANTILLY X 500 CC.,,PRODUCTO TERMINADO,9.00,"53,450.00",0.00,"53,450.00","10,155.50",0.00,"63,605.50",
30372,ESENCIA COLSABOR VAINILLA BLANCA GOURMET X 500 CC,,PRODUCTO TERMINADO,34.00,"188,100.00",0.00,"188,100.00","35,739.00",0.00,"223,839.00",
30373,ESENCIA COLSABOR VAINILLA NEGRA GOURMET X 500 CC,,PRODUCTO TERMINADO,8.00,"43,300.00",0.00,"43,300.00","8,227.00",0.00,"51,527.00",
30374,ESENCIA COLSABOR GALLETA NEGRA X 500 CC,,PRODUCTO TERMINADO,5.00,"27,000.00",0.00,"27,000.00","5,130.00",0.00,"32,130.00",
30380,ESENCIA COLSABOR ZANAHORIA X 500 CC,,PRODUCTO TERMINADO,180.00,"936,820.00",0.00,"936,820.00","177,995.80",0.00,"1,114,815.80",
30401,ESENCIA COLSABOR ALMENDRA X 70 CC,,PRODUCTO TERMINADO,174.00,"336,780.00","24,276.00","312,504.00","59,375.76",0.00,"371,879.76",
30402,ESENCIA COLSABOR ANIS X 70 CC,,PRODUCTO TERMINADO,969.00,"1,795,080.00","10,710.00","1,784,370.00","339,030.30",0.00,"2,123,400.30",
30403,ESENCIA COLSABOR AREQUIPE X 70 CC,,PRODUCTO TERMINADO,"3,004.00","6,158,759.00","22,134.00","6,136,625.00","1,165,958.75",0.00,"7,302,583.75",
30404,ESENCIA COLSABOR BANANO X 70 CC,,PRODUCTO TERMINADO,"3,828.00","7,787,728.00","21,420.00","7,766,308.00","1,475,598.52",0.00,"9,241,906.52",
30405,ESENCIA COLSABOR BRANDY X 70 CC,,PRODUCTO TERMINADO,381.00,"810,070.00","3,570.00","806,500.00","153,235.00",0.00,"959,735.00",
30406,ESENCIA COLSABOR CAFE X 70 CC,,PRODUCTO TERMINADO,211.00,"430,310.00","14,280.00","416,030.00","79,045.70",0.00,"495,075.70",
30407,ESENCIA COLSABOR CANELA X 70 CC,,PRODUCTO TERMINADO,965.00,"1,947,160.00","46,410.00","1,900,750.00","361,142.50",0.00,"2,261,892.50",
30408,ESENCIA COLSABOR CARAMELO X 70 CC,,PRODUCTO TERMINADO,516.00,"1,063,609.00","14,280.00","1,049,329.00","199,372.51",0.00,"1,248,701.51",
30409,ESENCIA COLSABOR CEREZA X 70 CC,,PRODUCTO TERMINADO,596.00,"1,278,590.00",0.00,"1,278,590.00","242,932.10",0.00,"1,521,522.10",
30410,ESENCIA COLSABOR CLAVO DE OLOR X 70 CC,,PRODUCTO TERMINADO,17.00,"32,260.00","4,284.00","27,976.00","5,315.44",0.00,"33,291.44",
30411,ESENCIA COLSABOR COCO X 70 CC,,PRODUCTO TERMINADO,"3,133.00","6,309,370.00","49,980.00","6,259,390.00","1,189,284.10",0.00,"7,448,674.10",
30412,ESENCIA COLSABOR KOLA ROJA X 70 CC,,PRODUCTO TERMINADO,618.00,"1,238,630.00",0.00,"1,238,630.00","235,339.70",0.00,"1,473,969.70",
30413,ESENCIA COLSABOR CHICLE X 70 CC,,PRODUCTO TERMINADO,498.00,"1,052,449.00","27,132.00","1,025,317.00","194,810.23",0.00,"1,220,127.23",
30414,ESENCIA COLSABOR CHOCOLATE X 70 CC,,PRODUCTO TERMINADO,530.00,"1,085,299.00","14,280.00","1,071,019.00","203,493.61",0.00,"1,274,512.61",
30415,ESENCIA COLSABOR BROWNIE X 70 CC,,PRODUCTO TERMINADO,26.00,"54,250.00","2,142.00","52,108.00","9,900.52",0.00,"62,008.52",
30416,ESENCIA COLSABOR FRAMBUESA X 70 CC,,PRODUCTO TERMINADO,40.00,"77,989.00","7,140.00","70,849.00","13,461.31",0.00,"84,310.31",
30417,ESENCIA COLSABOR FRESA X 70 CC,,PRODUCTO TERMINADO,830.00,"1,696,299.00","12,852.00","1,683,447.00","319,854.93",0.00,"2,003,301.93",
30418,ESENCIA COLSABOR GUANABANA X 70 CC,,PRODUCTO TERMINADO,198.00,"353,160.00",0.00,"353,160.00","67,100.40",0.00,"420,260.40",
30419,ESENCIA COLSABOR HINOJO X 70 CC,,PRODUCTO TERMINADO,"1,129.00","2,289,920.00","10,710.00","2,279,210.00","433,049.90",0.00,"2,712,259.90",
30420,ESENCIA COLSABOR LECHE CONDENSADA X 70 CC,,PRODUCTO TERMINADO,"2,042.00","4,184,139.00","21,420.00","4,162,719.00","790,916.61",0.00,"4,953,635.61",
30421,ESENCIA COLSABOR LIMON X 70 CC,,PRODUCTO TERMINADO,281.00,"561,219.00","7,140.00","554,079.00","105,275.01",0.00,"659,354.01",
30422,ESENCIA COLSABOR MANDARINA X 70 CC,,PRODUCTO TERMINADO,82.00,"159,129.00",0.00,"159,129.00","30,234.51",0.00,"189,363.51",
30423,ESENCIA COLSABOR MANTECADO X 70 CC,,PRODUCTO TERMINADO,"1,205.00","2,476,690.00","21,420.00","2,455,270.00","466,501.30",0.00,"2,921,771.30",
30424,ESENCIA COLSABOR MANI X 70 CC,,PRODUCTO TERMINADO,438.00,"908,160.00","9,996.00","898,164.00","170,651.16",0.00,"1,068,815.16",
30426,ESENCIA COLSABOR MANTEQUILLA X 70 CC,,PRODUCTO TERMINADO,"2,943.00","6,022,359.00","39,270.00","5,983,089.00","1,136,786.91",0.00,"7,119,875.91",
30427,ESENCIA COLSABOR MANZANA ROJA X 70 CC,,PRODUCTO TERMINADO,32.00,"56,820.00",0.00,"56,820.00","10,795.80",0.00,"67,615.80",
30428,ESENCIA COLSABOR MANZANA VERDE X 70 CC,,PRODUCTO TERMINADO,53.00,"95,559.00",0.00,"95,559.00","18,156.21",0.00,"113,715.21",
30429,ESENCIA COLSABOR MARACUYA X 70 CC,,PRODUCTO TERMINADO,557.00,"1,122,538.00","21,420.00","1,101,118.00","209,212.42",0.00,"1,310,330.42",
30430,ESENCIA COLSABOR MARGARINA X 70 CC,,PRODUCTO TERMINADO,3.00,"4,200.00",0.00,"4,200.00",798.00,0.00,"4,998.00",
30431,ESENCIA COLSABOR MIEL X 70 CC,,PRODUCTO TERMINADO,211.00,"437,220.00",0.00,"437,220.00","83,071.80",0.00,"520,291.80",
30432,ESENCIA COLSABOR MORA X 70 CC,,PRODUCTO TERMINADO,104.00,"218,169.00",0.00,"218,169.00","41,452.11",0.00,"259,621.11",
30433,ESENCIA COLSABOR NARANJA X 70 CC,,PRODUCTO TERMINADO,923.00,"1,855,680.00","17,850.00","1,837,830.00","349,187.70",0.00,"2,187,017.70",
30434,ESENCIA COLSABOR NATA X 70 CC,,PRODUCTO TERMINADO,216.00,"443,480.00","4,284.00","439,196.00","83,447.24",0.00,"522,643.24",
30435,ESENCIA COLSABOR NUEZ MOSCADA X 70 CC,,PRODUCTO TERMINADO,52.00,"101,430.00","6,426.00","95,004.00","18,050.76",0.00,"113,054.76",
30436,ESENCIA COLSABOR PANETON X 70 CC,,PRODUCTO TERMINADO,"2,310.00","3,592,280.00",0.00,"3,592,280.00","682,533.20",0.00,"4,274,813.20",
30437,ESENCIA COLSABOR PIÑA X 70 CC,,PRODUCTO TERMINADO,608.00,"1,212,430.00","4,998.00","1,207,432.00","229,412.08",0.00,"1,436,844.08",
30438,ESENCIA COLSABOR PONQUE X 70 CC,,PRODUCTO TERMINADO,"1,335.00","2,694,800.00","10,710.00","2,684,090.00","509,977.10",0.00,"3,194,067.10",
30439,ESENCIA COLSABOR QUESO X 70 CC,,PRODUCTO TERMINADO,"1,030.00","2,102,600.00","17,850.00","2,084,750.00","396,102.50",0.00,"2,480,852.50",
30440,ESENCIA COLSABOR RON ROYALE X 70 CC,,PRODUCTO TERMINADO,379.00,"764,530.00",0.00,"764,530.00","145,260.70",0.00,"909,790.70",
30441,ESENCIA COLSABOR RON CON PASAS X 70 CC,,PRODUCTO TERMINADO,701.00,"1,432,960.00","17,850.00","1,415,110.00","268,870.90",0.00,"1,683,980.90",
30442,ESENCIA COLSABOR TURRON X 70 CC,,PRODUCTO TERMINADO,4.00,"7,960.00",0.00,"7,960.00","1,512.40",0.00,"9,472.40",
30443,ESENCIA COLSABOR TUTTI FRUTI X 70 CC,,PRODUCTO TERMINADO,13.00,"21,969.00",0.00,"21,969.00","4,174.11",0.00,"26,143.11",
30444,ESENCIA COLSABOR UVA X 70 CC,,PRODUCTO TERMINADO,77.00,"146,340.00",0.00,"146,340.00","27,804.60",0.00,"174,144.60",
30447,ESENCIA COLSABOR VINO X 70 CC,,PRODUCTO TERMINADO,199.00,"410,910.00","7,140.00","403,770.00","76,716.30",0.00,"480,486.30",
30448,ESENCIA COLSABOR CREMA DE LECHE X 70 CC,,PRODUCTO TERMINADO,85.00,"181,370.00",0.00,"181,370.00","34,460.30",0.00,"215,830.30",
30449,ESENCIA COLSABOR MENTA X 70 CC,,PRODUCTO TERMINADO,702.00,"1,337,040.00","3,570.00","1,333,470.00","253,359.30",0.00,"1,586,829.30",
30450,ESENCIA COLSABOR CREMA CHANTILLY X 70 CC,,PRODUCTO TERMINADO,43.00,"97,670.00","2,142.00","95,528.00","18,150.32",0.00,"113,678.32",
30451,ESENCIA COLSABOR MELOCOTON X 70 CC,,PRODUCTO TERMINADO,306.00,"608,220.00",0.00,"608,220.00","115,561.80",0.00,"723,781.80",
30454,ESENCIA COLSABOR SANDIA X 70 CC,,PRODUCTO TERMINADO,81.00,"150,309.00",0.00,"150,309.00","28,558.71",0.00,"178,867.71",
30456,ESENCIA COLSABOR PISTACHO X 70 CC,,PRODUCTO TERMINADO,191.00,"419,810.00",0.00,"419,810.00","79,763.90",0.00,"499,573.90",
30457,ESENCIA COLSABOR AMARETO X 70 CC,,PRODUCTO TERMINADO,317.00,"584,880.00","32,130.00","552,750.00","105,022.50",0.00,"657,772.50",
30458,ESENCIA COLSABOR RON X 70 CC,,PRODUCTO TERMINADO,839.00,"1,766,630.00",0.00,"1,766,630.00","335,659.70",0.00,"2,102,289.70",
30459,ESENCIA COLSABOR CREMA DE WHISKY X 70 CC,,PRODUCTO TERMINADO,500.00,"1,052,290.00","63,546.00","988,744.00","187,861.36",0.00,"1,176,605.36",
30460,ESENCIA COLSABOR LULO X 70 CC,,PRODUCTO TERMINADO,27.00,"53,680.00",0.00,"53,680.00","10,199.20",0.00,"63,879.20",
30461,ESENCIA COLSABOR TIRAMISU X 70 CC,,PRODUCTO TERMINADO,114.00,"236,239.00","8,568.00","227,671.00","43,257.49",0.00,"270,928.49",
30462,ESENCIA COLSABOR KIWI X 70 CC,,PRODUCTO TERMINADO,40.00,"78,480.00",0.00,"78,480.00","14,911.20",0.00,"93,391.20",
30464,ESENCIA COLSABOR HUMO X 70 CC.,,PRODUCTO TERMINADO,364.00,"583,760.00",0.00,"583,760.00","110,914.40",0.00,"694,674.40",
30465,ESENCIA COLSABOR MANGO X 70 CC.,,PRODUCTO TERMINADO,115.00,"261,360.00",0.00,"261,360.00","49,658.40",0.00,"311,018.40",
30466,ESENCIA COLSABOR TORTA CASERA X 70 CC.,,PRODUCTO TERMINADO,16.00,"22,400.00",0.00,"22,400.00","4,256.00",0.00,"26,656.00",
30468,ESENCIA COLSABOR MACADAMIA X 70 CC.,,PRODUCTO TERMINADO,58.00,"112,739.00",0.00,"112,739.00","21,420.41",0.00,"134,159.41",
30469,ESENCIA COLSABOR PIÑA COLADA X 70 CC,,PRODUCTO TERMINADO,145.00,"237,990.00","7,140.00","230,850.00","43,861.50",0.00,"274,711.50",
30473,ESENCIA COLSABOR MANGO BICHE X 70 CC.,,PRODUCTO TERMINADO,88.00,"182,899.00","10,710.00","172,189.00","32,715.91",0.00,"204,904.91",
30475,ESENCIA COLSABOR VAINILLA BLANCA GOURMET X 70 CC,,PRODUCTO TERMINADO,30.00,"42,000.00",0.00,"42,000.00","7,980.00",0.00,"49,980.00",
30476,ESENCIA COLSABOR VAINILLA NEGRA GOURMET X 70 CC,,PRODUCTO TERMINADO,11.00,"16,100.00",0.00,"16,100.00","3,059.00",0.00,"19,159.00",
30477,ESENCIA COLSABOR WHISKEY X 70 CC,,PRODUCTO TERMINADO,231.00,"492,020.00",0.00,"492,020.00","93,483.80",0.00,"585,503.80",
30479,ESENCIA COLSABOR AVELLANA X 70 CC,,PRODUCTO TERMINADO,68.00,"162,380.00",0.00,"162,380.00","30,852.20",0.00,"193,232.20",
30480,ESENCIA COLSABOR ZANAHORIA X 70 CC,,PRODUCTO TERMINADO,19.00,"27,180.00",0.00,"27,180.00","5,164.20",0.00,"32,344.20",
30502,ESENCIA COLSABOR CAFE X 10 LT,,PRODUCTO TERMINADO,1.00,"32,000.00",0.00,"32,000.00","6,080.00",0.00,"38,080.00",
30504,ESENCIA COLSABOR FRESA X 10 LT,,PRODUCTO TERMINADO,14.00,"1,679,300.00",0.00,"1,679,300.00","319,067.00",0.00,"1,998,367.00",
30505,ESENCIA COLSABOR MANTEQUILLA X 10 LT,,PRODUCTO TERMINADO,3.00,"339,000.00",0.00,"339,000.00","64,410.00",0.00,"403,410.00",
30515,ESENCIA COLSABOR VAINILLA BLANCA X 10 LT,,PRODUCTO TERMINADO,2.00,"220,000.00",0.00,"220,000.00","41,800.00",0.00,"261,800.00",
30520,ESENCIA COLSABOR NARANJA X 10 LT,,PRODUCTO TERMINADO,35.00,"4,503,700.00",0.00,"4,503,700.00","855,703.00",0.00,"5,359,403.00",
30523,ESENCIA COLSABOR MELOCOTON X 10 LTS,,PRODUCTO TERMINADO,4.00,"491,809.00",0.00,"491,809.00","93,443.71",0.00,"585,252.71",
30534,ESENCIA COLSABOR MARACUYA X 10 LTS,,PRODUCTO TERMINADO,1.00,"129,500.00",0.00,"129,500.00","24,605.00",0.00,"154,105.00",
30602,ESENCIA BAKERMAN AREQUIPE X 20 LT,,PRODUCTO TERMINADO,2.00,"250,000.00",0.00,"250,000.00","47,500.00",0.00,"297,500.00",
30606,ESENCIA BAKERMAN HINOJO X 20 LT,,PRODUCTO TERMINADO,13.00,"1,605,000.00",0.00,"1,605,000.00","304,950.00",0.00,"1,909,950.00",
30607,ESENCIA BAKERMAN MANTEQUILLA X 20 LT,,PRODUCTO TERMINADO,253.00,"34,401,700.00",0.00,"34,401,700.00","6,536,323.00",0.00,"40,938,023.00",
30612,ESENCIA BAKERMAN QUESO X 20 LT,,PRODUCTO TERMINADO,10.00,"1,229,000.00",0.00,"1,229,000.00","233,510.00",0.00,"1,462,510.00",
30614,ESENCIA BAKERMAN VAINILLA BLANCA X 20 LT,,PRODUCTO TERMINADO,1.00,"179,300.00",0.00,"179,300.00","34,067.00",0.00,"213,367.00",
30617,ESENCIA BAKERMAN VAINILLA BLANCA GOURMET X 20 LTS,,PRODUCTO TERMINADO,5.00,"606,000.00",0.00,"606,000.00","115,140.00",0.00,"721,140.00",
30619,ESENCIA BAKERMAN CHOCOLATE X 20 LTS,,PRODUCTO TERMINADO,15.00,"2,734,500.00",0.00,"2,734,500.00","519,555.00",0.00,"3,254,055.00",
30701,ESENCIA BAKERMAN MANTEQUILLA X 10 LT,,PRODUCTO TERMINADO,115.00,"6,828,400.00",0.00,"6,828,400.00","1,297,396.00",0.00,"8,125,796.00",
30704,ESENCIA BAKERMAN QUESO X 10 LT,,PRODUCTO TERMINADO,4.00,"220,000.00",0.00,"220,000.00","41,800.00",0.00,"261,800.00",
30705,ESENCIA BAKERMAN CANELA X 10 LT,,PRODUCTO TERMINADO,26.00,"2,369,900.00",0.00,"2,369,900.00","450,281.00",0.00,"2,820,181.00",
30706,ESENCIA BAKERMAN MARGARINA X 10 LT,,PRODUCTO TERMINADO,2.00,"110,000.00",0.00,"110,000.00","20,900.00",0.00,"130,900.00",
30707,ESENCIA BAKERMAN BANANO X 10 LT.,,PRODUCTO TERMINADO,3.00,"229,900.00",0.00,"229,900.00","43,681.00",0.00,"273,581.00",
30708,ESENCIA BAKERMAN AREQUIPE X 10 LTS.,,PRODUCTO TERMINADO,15.00,"1,038,300.00",0.00,"1,038,300.00","197,277.00",0.00,"1,235,577.00",
30709,ESENCIA BAKERMAN COCO X 10LTS,,PRODUCTO TERMINADO,2.00,"85,800.00",0.00,"85,800.00","16,302.00",0.00,"102,102.00",
30711,ESENCIA BAKERMAN PONQUE X 10 LTS.,,PRODUCTO TERMINADO,27.00,"2,444,900.00",0.00,"2,444,900.00","464,531.00",0.00,"2,909,431.00",
30712,ESENCIA BAKERMAN CHOCOLATE X 10 LTS.,,PRODUCTO TERMINADO,6.00,"586,000.00",0.00,"586,000.00","111,340.00",0.00,"697,340.00",
30714,ESENCIA BAKERMAN VAINILLA BLANCA GOURMET X 10 LTS,,PRODUCTO TERMINADO,8.00,"452,200.00",0.00,"452,200.00","85,918.00",0.00,"538,118.00",
30800,ESENCIA BAKERMAN CHOCOLO X 3850 CC,,PRODUCTO TERMINADO,96.00,"2,651,600.00",0.00,"2,651,600.00","503,804.00",0.00,"3,155,404.00",
30802,ESENCIA BAKERMAN AREQUIPE X 3850 CC,,PRODUCTO TERMINADO,435.00,"15,034,850.00",0.00,"15,034,850.00","2,856,621.50",0.00,"17,891,471.50",
30803,ESENCIA BAKERMAN BANANO X 3850 CC,,PRODUCTO TERMINADO,60.00,"1,730,728.00",0.00,"1,730,728.00","328,838.32",0.00,"2,059,566.32",
30804,ESENCIA BAKERMAN CANELA X 3850 CC,,PRODUCTO TERMINADO,44.00,"1,310,400.00",0.00,"1,310,400.00","248,976.00",0.00,"1,559,376.00",
30805,ESENCIA BAKERMAN COCO X 3850 CC,,PRODUCTO TERMINADO,173.00,"4,857,000.00",0.00,"4,857,000.00","922,830.00",0.00,"5,779,830.00",
30807,ESENCIA BAKERMAN HINOJO X 3850 CC,,PRODUCTO TERMINADO,142.00,"4,199,900.00",0.00,"4,199,900.00","797,981.00",0.00,"4,997,881.00",
30809,ESENCIA BAKERMAN MANTEQUILLA X 3850 CC,,PRODUCTO TERMINADO,775.00,"21,840,941.00",0.00,"21,840,941.00","4,149,778.79",0.00,"25,990,719.79",
30811,ESENCIA BAKERMAN PIÑA X 3850 CC,,PRODUCTO TERMINADO,3.00,"93,700.00",0.00,"93,700.00","17,803.00",0.00,"111,503.00",
30812,ESENCIA BAKERMAN PONQUE X 3850 CC,,PRODUCTO TERMINADO,39.00,"1,132,600.00",0.00,"1,132,600.00","215,194.00",0.00,"1,347,794.00",
30813,ESENCIA BAKERMAN QUESO X 3850 CC,,PRODUCTO TERMINADO,74.00,"2,466,950.00",0.00,"2,466,950.00","468,720.50",0.00,"2,935,670.50",
30815,ESENCIA BAKERMAN VAINILLA BLANCA X 3850 CC,,PRODUCTO TERMINADO,8.00,"224,000.00",0.00,"224,000.00","42,560.00",0.00,"266,560.00",
30820,ESENCIA BAKERMAN RON CON PASAS X 3850 CC,,PRODUCTO TERMINADO,12.00,"347,000.00",0.00,"347,000.00","65,930.00",0.00,"412,930.00",
30821,ESENCIA BAKERMAN VAINILLA BLANCA GOURMET X 3850 CC,,PRODUCTO TERMINADO,357.00,"10,249,400.00",0.00,"10,249,400.00","1,947,386.00",0.00,"12,196,786.00",
30822,ESENCIA BAKERMAN VAINILLA NEGRA GOURMET X 3850 CC,,PRODUCTO TERMINADO,16.00,"470,100.00",0.00,"470,100.00","89,319.00",0.00,"559,419.00",
30823,ESENCIA BAKERMAN CARAMELO X 3850 CC,,PRODUCTO TERMINADO,1.00,"30,000.00",0.00,"30,000.00","5,700.00",0.00,"35,700.00",
30824,ESENCIA BAKERMAN MANTECADO X 3850 CC,,PRODUCTO TERMINADO,4.00,"111,000.00",0.00,"111,000.00","21,090.00",0.00,"132,090.00",
30827,ESENCIA BAKERMAN CHOCOLATE X 3850 CC,,PRODUCTO TERMINADO,3.00,"81,000.00",0.00,"81,000.00","15,390.00",0.00,"96,390.00",
30900,ESENCIA BAKERMAN CHOCOLO X 500 CC,,PRODUCTO TERMINADO,108.00,"525,350.00",0.00,"525,350.00","99,816.50",0.00,"625,166.50",
30903,ESENCIA BAKERMAN BANANO X 500 CC,,PRODUCTO TERMINADO,67.00,"282,600.00",0.00,"282,600.00","53,694.00",0.00,"336,294.00",
30904,ESENCIA BAKERMAN CANELA X 500 CC,,PRODUCTO TERMINADO,66.00,"284,550.00",0.00,"284,550.00","54,064.50",0.00,"338,614.50",
30905,ESENCIA BAKERMAN COCO X 500 CC,,PRODUCTO TERMINADO,125.00,"541,000.00",0.00,"541,000.00","102,790.00",0.00,"643,790.00",
30907,ESENCIA BAKERMAN HINOJO X 500 CC,,PRODUCTO TERMINADO,76.00,"333,109.00",0.00,"333,109.00","63,290.71",0.00,"396,399.71",
30909,ESENCIA BAKERMAN MANTEQUILLA X 500 CC,,PRODUCTO TERMINADO,89.00,"373,300.00",0.00,"373,300.00","70,927.00",0.00,"444,227.00",
30911,ESENCIA BAKERMAN PIÑA X 500 CC,,PRODUCTO TERMINADO,20.00,"84,600.00",0.00,"84,600.00","16,074.00",0.00,"100,674.00",
30912,ESENCIA BAKERMAN PONQUE X 500CC,,PRODUCTO TERMINADO,28.00,"136,950.00",0.00,"136,950.00","26,020.50",0.00,"162,970.50",
30913,ESENCIA BAKERMAN QUESO X 500 CC,,PRODUCTO TERMINADO,19.00,"80,000.00",0.00,"80,000.00","15,200.00",0.00,"95,200.00",
30919,ESENCIA BAKERMAN RON CON PASAS X 500 CC,,PRODUCTO TERMINADO,5.00,"21,000.00",0.00,"21,000.00","3,990.00",0.00,"24,990.00",
30920,ESENCIA BAKERMAN MANTECADO X 500CC.,,PRODUCTO TERMINADO,2.00,"8,400.00",0.00,"8,400.00","1,596.00",0.00,"9,996.00",
30921,ESENCIA BAKERMAN VAINILLA BLANCA GOURMET X 500 CC,,PRODUCTO TERMINADO,86.00,"386,600.00",0.00,"386,600.00","73,454.00",0.00,"460,054.00",
30922,ESENCIA BAKERMAN VAINILLA NEGRA GOURMET X 500 CC,,PRODUCTO TERMINADO,3.00,"12,500.00",0.00,"12,500.00","2,375.00",0.00,"14,875.00",
30923,ESENCIA BAKERMAN CARAMELO X 500 CC,,PRODUCTO TERMINADO,31.00,"142,100.00",0.00,"142,100.00","26,999.00",0.00,"169,099.00",
311001,SABOR CONCENTRADO AJI CC -319R,,PRODUCTO TERMINADO,18.00,"1,683,050.00",0.00,"1,683,050.00","319,779.50",0.00,"2,002,829.50",
311002,SABOR CONCENTRADO AJO GC-563,,PRODUCTO TERMINADO,1.00,"44,900.00",0.00,"44,900.00","8,531.00",0.00,"53,431.00",
311004,SABOR CONCENTRADO AMARETTO AF-200,,PRODUCTO TERMINADO,1.00,"43,600.00",0.00,"43,600.00","8,284.00",0.00,"51,884.00",
311005,SABOR CONCENTRADO ANIS FF-230,,PRODUCTO TERMINADO,2.00,"160,000.00",0.00,"160,000.00","30,400.00",0.00,"190,400.00",
311008,SABOR CONCENTRADO AREQUIPE AF-625,,PRODUCTO TERMINADO,42.00,"2,671,200.00",0.00,"2,671,200.00","507,528.00",0.00,"3,178,728.00",
311009,SABOR CONCENTRADO BANANO BF-214,,PRODUCTO TERMINADO,5.00,"288,300.00",0.00,"288,300.00","54,777.00",0.00,"343,077.00",
311010,SABOR CONCENTRADO BRANDY BF-221,,PRODUCTO TERMINADO,5.00,"431,200.00",0.00,"431,200.00","81,928.00",0.00,"513,128.00",
311011,SABOR CONCENTRADO COFFEE DELIGHT CF-573R X KG,,PRODUCTO TERMINADO,360.00,"8,836,000.00",0.00,"8,836,000.00","1,678,840.00",0.00,"10,514,840.00",
311013,SABOR CONCENTRADO CANELA CF-217,,PRODUCTO TERMINADO,8.00,"422,400.00",0.00,"422,400.00","80,256.00",0.00,"502,656.00",
311014,SABOR CONCENTRADO CANELA CF-217T,,PRODUCTO TERMINADO,123.70,"5,196,700.00",0.00,"5,196,700.00","987,373.00",0.00,"6,184,073.00",
311015,SABOR CONCENTRADO CARAMELO CF-225,,PRODUCTO TERMINADO,2.00,"86,200.00",0.00,"86,200.00","16,378.00",0.00,"102,578.00",
311018,SABOR CONCENTRADO CEREZA CF-220A,,PRODUCTO TERMINADO,12.80,"569,260.00",0.00,"569,260.00","108,159.40",0.00,"677,419.40",
311022,SABOR CONCENTRADO COCO CF-222,,PRODUCTO TERMINADO,702.00,"26,493,980.00",0.00,"26,493,980.00","5,033,856.20",0.00,"31,527,836.20",
311028,SABOR CONCENTRADO CAPUCHINO CF-323,,PRODUCTO TERMINADO,2.00,"107,700.00",0.00,"107,700.00","20,463.00",0.00,"128,163.00",
311029,SABOR CONCENTRADO CHOCOLATE CF-277,,PRODUCTO TERMINADO,117.00,"7,543,000.00",0.00,"7,543,000.00","1,433,170.00",0.00,"8,976,170.00",
311031,SABOR CONCENTRADO FRUTOS DEL BOSQUE FF-328,,PRODUCTO TERMINADO,12.00,"541,600.00",0.00,"541,600.00","102,904.00",0.00,"644,504.00",
311032,SABOR CONCENTRADO EUCALIPTO EF-226,,PRODUCTO TERMINADO,56.00,"5,790,400.00",0.00,"5,790,400.00","1,100,176.00",0.00,"6,890,576.00",
